Customer Name,Recency,Frequency,Monetary,cluster_kmeans
Gatik Sharma,326,1,58821.0,1
Gatik Singh,365,1,220490.0,1
Gatik Sodhi,411,1,4054.5,0
Gatik Viswanathan,77,1,25508.45,0
Gokul Baral,340,1,230403.6,1
Gokul Bava,429,1,15434.3,0
Gokul Bhagat,70,1,76432.0,0
Gokul Bhatnagar,353,1,373500.0,1
Gokul Bora,265,1,58065.3,0
Gokul Chacko,494,1,200404.5,1
Gokul Dixit,485,2,96694.40000000001,2
Gokul Doctor,4,1,104215.95,1
Gokul Ganguly,122,1,115034.4,1
Gokul Hayer,458,1,159454.05,1
Gokul Kale,122,1,210427.2,1
Gokul Kamdar,135,1,182761.95,1
Gokul Kari,131,1,79212.0,0
Gokul Karnik,460,1,355216.5,1
Gokul Kaur,147,1,130077.2,1
Gokul Keer,680,1,132075.9,1
Gokul Lata,180,1,8438.4,0
Gokul Mahal,24,1,54500.3,0
Gokul Maharaj,604,1,35484.8,0
Gokul Ramaswamy,212,1,6175.8,0
Gokul Sawhney,121,1,233980.0,1
Gokul Soman,726,1,262557.2,1
Hansh Bal,422,1,98708.0,1
Hansh Balakrishnan,289,1,67752.65,0
Hansh Bali,141,1,61922.9,1
Hansh Bhandari,530,1,210268.0,1
Hansh Bobal,445,1,102792.6,1
Hansh Borah,689,1,45014.4,0
Hansh Chaudhuri,420,1,93586.7,1
Hansh Dara,335,1,223864.65,1
Hansh De,690,1,108072.0,1
Hansh Ghosh,239,1,103724.0,1
Hansh Kaul,236,1,79924.65,1
Hansh Krish,83,1,136432.0,1
Hansh Kurian,293,1,36038.25,0
Hansh Rajagopal,418,1,28628.8,0
Hansh Ram,411,1,310512.0,1
Hansh Randhawa,567,1,272830.0,1
Hansh Ray,517,1,38335.5,0
Hansh Sankaran,694,1,29415.6,0
Hansh Sundaram,704,1,269914.0,1
Hansh Tak,515,1,19561.5,0
Hansh Tank,680,1,211820.0,1
Hansh Tata,17,1,60494.4,1
Hansh Thaker,45,1,16017.6,0
Hansh Varty,49,1,97600.5,1
Hansh Warrior,615,1,138529.6,1
Hansh Yadav,19,1,168093.0,1
Hazel Barman,21,1,359460.0,1
Hazel Bawa,575,1,206024.6,1
Hazel Bedi,121,1,8420.0,0
Hazel Chakrabarti,634,1,137168.0,1
Hazel Chatterjee,673,1,216543.0,1
Hazel Choudhury,376,1,74069.6,1
Hazel Desai,223,1,179616.0,1
Hazel Deshpande,705,1,77684.4,1
Hazel Dhar,278,1,235036.0,1
Hazel Dyal,502,1,27569.7,0
Hazel Hayre,348,1,324859.5,1
Hazel Kade,444,1,15455.7,0
Hazel Kibe,329,1,180657.0,1
Hazel Kulkarni,376,1,24655.5,0
Hazel Kunda,248,1,31801.25,1
Hazel Ramachandran,58,1,74993.8,1
Hazel Ramakrishnan,161,1,37690.2,0
Hazel Ratti,139,1,75696.0,1
Hazel Reddy,337,1,15443.2,0
Hazel Shanker,536,1,200343.3,1
Hazel Sinha,731,1,18518.4,0
Hazel Sundaram,154,1,89147.2,1
Hazel Varma,495,1,58985.5,0
Hazel Varty,58,1,51112.2,1
Hazel Yogi,227,1,3832.3,0
Heer Bala,617,1,115912.0,1
Heer Balan,225,1,55143.7,0
Heer Banik,1,1,102049.2,1
Heer Chatterjee,258,1,125907.3,1
Heer Cheema,562,1,17904.0,0
Heer Dar,308,1,12113.1,0
Heer Dara,360,1,76535.8,1
Heer Dhawan,223,1,38989.5,0
Heer Dugal,353,1,56828.8,0
Heer Dugar,34,1,71208.2,0
Heer Ghosh,258,1,178614.0,1
Heer Johal,286,1,250950.4,1
Heer Korpal,705,1,32220.2,0
Heer Kumar,36,1,6171.0,0
Heer Kuruvilla,454,1,20960.0,0
Heer Lal,186,1,148165.8,1
Heer Lata,103,1,253683.2,1
Heer Raj,538,1,167871.0,1
Heer Raman,705,1,177196.8,1
Heer Saini,488,1,29835.0,0
Heer Saran,141,1,17748.0,0
Heer Sathe,350,1,63268.8,1
Heer Solanki,676,1,123082.95,1
Heer Subramaniam,482,1,40764.0,0
Heer Tara,25,2,80540.0,2
Heer Varghese,574,1,104764.2,1
Heer Varty,446,1,134611.1,1
Himmat Ahluwalia,128,1,124213.05,1
Himmat Bahri,12,1,17120.0,0
Himmat Bhagat,313,1,65484.0,1
Himmat Choudhary,635,1,12030.4,0
Himmat Gaba,495,1,39576.0,1
Himmat Jhaveri,37,1,147985.2,1
Himmat Kashyap,530,1,83685.6,1
Himmat Khare,74,1,380045.0,1
Himmat Mannan,488,1,88210.8,1
Himmat Ramanathan,136,1,16960.0,0
Himmat Ratta,355,1,54603.0,1
Himmat Rout,312,1,123979.2,1
Himmat Sandhu,305,1,184080.0,1
Himmat Srinivasan,68,1,129056.0,1
Himmat Tak,470,1,30517.8,0
Himmat Warrior,351,1,152077.75,1
Himmat Zachariah,604,1,108240.0,1
Hiran Agrawal,570,1,29130.35,0
Hiran Ahuja,715,1,9015.5,0
Hiran Bahl,711,1,18208.0,0
Hiran Balakrishnan,401,1,50673.0,0
Hiran Buch,470,1,63998.1,0
Hiran Goda,148,1,12614.4,0
Hiran Gola,414,1,89544.0,1
Hiran Gole,550,1,63767.8,1
Hiran Halder,579,1,221337.0,1
Hiran Jani,241,1,117993.8,1
Hiran Kala,426,1,94480.8,1
Hiran Kapur,99,1,129708.8,1
Hiran Karpe,72,1,177508.8,1
Hiran Khalsa,685,1,23856.0,0
Hiran Rama,553,1,56649.1,0
Hiran Sharaf,49,1,207242.5,1
Hiran Sinha,219,1,38162.0,0
Hiran Soman,562,1,251605.0,1
Hiran Sundaram,397,1,111644.1,1
Hridaan Apte,188,1,17250.0,0
Hridaan Bera,10,1,129731.2,1
Hridaan Bhat,189,1,183557.5,1
Hridaan Bhatia,459,1,116650.5,1
Hridaan Dugal,399,1,287004.0,1
Hridaan Dyal,214,1,70579.2,1
Hridaan Gade,104,1,71307.0,0
Hridaan Ganguly,645,1,309745.0,1
Hridaan Guha,130,1,36987.3,0
Hridaan Kara,705,1,20848.8,0
Hridaan Karnik,30,1,131653.1,1
Hridaan Luthra,207,1,128968.2,1
Hridaan Malhotra,715,1,104555.1,1
Hridaan Raj,39,1,23469.6,0
Hridaan Rege,268,1,154464.0,1
Hridaan Rout,582,1,36444.6,1
Hridaan Shan,620,1,104504.75,1
Hridaan Shroff,327,1,233842.5,1
Hridaan Suresh,521,1,98570.1,1
Hridaan Swaminathan,657,1,179868.5,1
Hrishita Atwal,195,1,288632.0,1
Hrishita Bains,173,1,87640.35,1
Hrishita Bajaj,351,1,164648.0,1
Hrishita Bajwa,367,1,42228.0,1
Hrishita Banerjee,19,1,189107.0,1
Hrishita Bath,684,1,64281.75,1
Hrishita Bera,644,1,93597.8,1
Hrishita Bhargava,717,1,195399.0,1
Hrishita Chahal,594,1,83296.6,1
Hrishita Chana,344,1,28657.6,0
Hrishita Chanda,430,1,122479.2,1
Hrishita Dugal,371,1,71546.4,1
Hrishita Dyal,414,1,38977.0,0
Hrishita Jani,237,1,62525.0,0
Hrishita Jha,225,1,144540.0,1
Hrishita Kadakia,578,1,121658.8,1
Hrishita Kumar,176,1,43547.0,0
Hrishita Kumer,210,1,24588.8,0
Hrishita Lata,434,1,149100.6,1
Hrishita Luthra,113,1,126775.8,1
Hrishita Mand,265,1,14177.6,0
Hrishita Mangal,445,1,300772.0,1
Hrishita Mangat,253,1,26889.0,0
Hrishita Master,599,1,22703.0,0
Hrishita Reddy,408,1,148505.6,1
Hrishita Sagar,75,1,128109.6,1
Hrishita Sankar,111,1,267065.75,1
Hrishita Sibal,16,1,32649.6,0
Hrishita Tailor,315,1,27298.4,0
Hrishita Vora,60,1,49454.0,0
Hrishita Yohannan,682,1,56313.6,1
Hunar Aggarwal,148,1,64639.95,1
Hunar Bahl,591,1,23737.95,0
Hunar Bedi,602,1,166433.4,1
Hunar Borra,421,1,34958.1,0
Hunar Chowdhury,656,1,59371.2,1
Hunar Dara,29,1,755.25,0
Hunar Deo,587,1,164115.45,1
Hunar Dora,707,1,119878.6,1
Hunar Ganesan,727,1,223100.0,1
Hunar Goda,447,1,232875.0,1
Hunar Johal,38,1,315064.0,1
Hunar Krishnan,419,1,42798.4,0
Hunar Lad,95,1,257918.4,1
Hunar Lalla,388,1,97338.9,1
Hunar Mand,210,1,99263.0,1
Hunar Mani,86,1,115357.5,1
Hunar Sachdev,378,1,204336.0,1
Hunar Sachdeva,342,1,32493.6,0
Hunar Sarma,722,1,139545.0,1
Hunar Sastry,535,1,259477.2,1
Hunar Savant,252,1,63757.8,0
Hunar Seth,327,1,138432.0,1
Hunar Tak,39,1,156926.7,1
Hunar Toor,111,1,96135.0,1
Hunar Vaidya,271,1,61995.6,0
Hunar Varty,286,1,42597.0,0
Hunar Verma,245,1,98953.6,1
Hunar Wason,132,1,136738.25,1
Inaaya  Amble,729,1,58028.65,0
Inaaya  Bajaj,319,1,257363.0,1
Inaaya  Bandi,4,1,60908.0,1
Inaaya  Ben,140,1,2436.0,0
Inaaya  Borah,394,1,30788.8,0
Inaaya  Chandran,484,1,32192.1,0
Inaaya  Cheema,712,1,40223.0,0
Inaaya  Dara,590,1,59603.2,1
Inaaya  Dhingra,77,1,88485.0,1
Inaaya  Doshi,437,2,302672.0,2
Inaaya  Ganesan,675,1,141240.3,1
Inaaya  Garg,213,1,273844.0,1
Inaaya  Kannan,42,1,182763.6,1
Inaaya  Karpe,460,1,130960.35,1
Inaaya  Mand,695,1,128282.0,1
Inaaya  Mani,372,1,292837.5,1
Inaaya  Mannan,563,1,52073.6,1
Inaaya  Sen,351,1,123665.0,1
Inaaya  Seth,488,1,156325.2,1
Inaaya  Sinha,506,1,45505.6,1
Inaaya  Sood,494,1,239376.0,1
Inaaya  Subramanian,682,1,71084.0,1
Inaaya  Tandon,470,1,190404.25,1
Inaaya  Viswanathan,683,1,89174.4,1
Inaaya  Wagle,656,1,108927.0,1
Inaaya  Walla,68,1,104535.0,1
Inaaya  Zacharia,458,1,167598.75,1
Inaaya  Zachariah,87,1,187992.0,1
Indrajit Bhalla,650,1,64824.0,1
Indrajit Buch,355,1,17419.5,0
Indrajit Butala,439,1,352051.0,1
Indrajit Chawla,506,1,2668.0,0
Indrajit Dave,724,1,23987.2,0
Indrajit Garde,539,1,25492.5,0
Indrajit Grewal,280,1,68412.0,1
Indrajit Kapadia,254,1,100445.4,1
Indrajit Kaul,560,1,243252.0,1
Indrajit Majumdar,399,1,43437.0,0
Indrajit Mall,266,2,265155.2,2
Indrajit Ramaswamy,486,1,50041.2,1
Indrajit Rao,424,1,67554.5,1
Indrajit Ray,243,1,23648.4,0
Indrajit Reddy,311,1,61199.1,0
Indrajit Shukla,490,1,57316.0,1
Indrajit Solanki,631,1,139644.3,1
Indrajit Trivedi,19,1,173640.0,1
Indrajit Varma,499,1,38767.2,0
Indrajit Wason,14,1,112295.7,1
Indranil Banik,239,1,4561.95,0
Indranil Bath,490,1,157103.4,1
Indranil Batta,316,1,58600.0,0
Indranil Bhardwaj,345,1,57035.2,0
Indranil Char,642,1,37840.8,0
Indranil Chaudhary,175,1,40278.6,0
Indranil Date,199,1,99910.8,1
Indranil Gokhale,84,1,122458.8,1
Indranil Guha,621,1,44816.4,0
Indranil Handa,181,1,26132.0,0
Indranil Kakar,565,1,1898.05,0
Indranil Kalla,344,1,259628.0,1
Indranil Kar,636,1,51362.1,0
Indranil Khare,712,1,12276.55,0
Indranil Khurana,157,1,244614.4,1
Indranil Lall,484,1,84732.0,1
Indranil Mahal,482,1,85584.8,1
Indranil Master,186,1,236803.2,1
Indranil Raj,550,1,20235.0,0
Indranil Ramachandran,5,1,10311.3,0
Indranil Ramesh,400,1,62302.5,1
Indranil Ray,716,1,55367.3,0
Indranil Sachdev,206,1,35876.75,1
Indranil Sood,150,1,63000.0,0
Indranil Suresh,478,1,312964.0,1
Indranil Toor,401,1,69350.4,1
Indranil Varty,212,1,34764.15,0
Indrans Ahluwalia,679,1,118184.0,1
Indrans Bakshi,575,1,16134.8,0
Indrans Choudhary,722,1,31506.95,0
Indrans Deep,587,1,62910.0,0
Indrans Dhar,231,1,173167.2,1
Indrans Halder,252,1,2305.2,0
Indrans Kata,78,1,231888.0,1
Indrans Khurana,397,1,30457.0,0
Indrans Konda,299,1,327640.5,1
Indrans Lalla,191,1,61502.0,0
Indrans Ram,260,1,239296.5,1
Indrans Reddy,517,1,52785.85,0
Indrans Rege,700,1,46443.6,0
Indrans Sarna,244,1,238900.0,1
Indrans Seth,170,1,22723.0,0
Indrans Sharma,164,2,114059.3,2
Indrans Venkatesh,488,1,108896.0,1
Indrans Wable,615,1,86488.0,1
Ira Andra,617,1,95801.8,1
Ira Babu,620,1,76312.8,1
Ira Bains,230,1,129648.6,1
Ira Batra,393,1,321113.0,1
Ira Bera,176,1,145096.0,1
Ira Borra,587,1,9523.2,0
Ira Chand,257,1,108364.5,1
Ira Dash,139,1,96476.4,1
Ira Date,360,1,3690.75,0
Ira Kulkarni,682,1,8465.45,0
Ira Lad,629,1,94932.0,1
Ira Loke,335,1,86230.8,1
Ira Mane,548,1,30881.0,0
Ira Rastogi,668,1,64024.3,0
Ira Ratta,19,1,61893.0,1
Ira Ray,639,1,125687.85,1
Ira Soni,334,1,4096.8,0
Ira Subramanian,58,1,201533.0,1
Ira Trivedi,106,1,60493.5,0
Ira Varkey,474,1,10401.6,0
Ira Walia,344,1,138345.0,1
Ishaan Banik,709,1,26652.6,0
Ishaan Behl,207,1,40115.75,0
Ishaan Bhatnagar,36,1,51055.2,1
Ishaan Chopra,254,1,69645.6,1
Ishaan Dewan,674,1,36146.4,0
Ishaan Dhaliwal,284,1,122129.1,1
Ishaan Dube,27,1,72156.0,1
Ishaan Golla,247,1,33261.4,0
Ishaan Gopal,600,1,94601.6,1
Ishaan Kalla,89,1,372330.0,1
Ishaan Kibe,133,1,316504.0,1
Ishaan Krish,16,1,238489.2,1
Ishaan Madan,441,1,279183.6,1
Ishaan Manne,628,1,290836.0,1
Ishaan Rege,293,1,10908.0,0
Ishaan Sagar,457,1,21484.25,0
Ishaan Singhal,316,1,35658.0,0
Ishaan Tara,182,1,64222.2,1
Ishaan Walia,458,1,234707.0,1
Ishita Arya,367,1,65704.15,0
Ishita Bajwa,674,1,234651.0,1
Ishita Bala,730,1,192984.0,1
Ishita Basu,10,1,324670.25,1
Ishita Chacko,109,1,65932.0,1
Ishita Choudhary,70,1,242564.5,1
Ishita Chowdhury,470,1,32903.0,0
Ishita Comar,134,1,176947.05,1
Ishita De,281,1,9786.9,0
Ishita Divan,247,1,54250.0,0
Ishita Gour,336,1,205502.8,1
Ishita Guha,412,1,48125.3,0
Ishita Kaur,263,2,283527.0,2
Ishita Keer,298,1,149940.0,1
Ishita Khosla,520,1,23029.9,0
Ishita Kuruvilla,436,1,70016.4,1
Ishita Lala,387,1,14400.7,0
Ishita Lall,248,1,92454.0,1
Ishita Manda,39,1,151865.1,1
Ishita Master,143,1,58701.0,1
Ishita Sarin,107,1,86415.25,1
Ishita Sengupta,206,1,63353.9,0
Ishita Shroff,445,1,2230.4,0
Ishita Subramaniam,560,1,127513.6,1
Ishita Trivedi,640,1,124858.8,1
Ishita Vyas,552,1,184654.0,1
Ishita Wagle,330,1,19470.1,0
Ishita Wali,3,1,22576.0,0
Ivan Acharya,533,1,112039.2,1
Ivan Dutta,649,1,1508.0,0
Ivan Kashyap,661,1,20116.25,0
Ivan Krishnamurthy,293,1,74399.0,1
Ivan Lata,383,1,121048.5,1
Ivan Mane,364,1,63299.5,0
Ivan Ramesh,10,1,160565.85,1
Ivan Ray,699,1,241892.8,1
Ivan Sani,698,1,1440.75,0
Ivan Sarna,559,1,102394.8,1
Ivan Sharaf,658,1,70622.0,0
Ivan Shenoy,340,1,76156.8,1
Ivan Srinivas,31,1,292616.0,1
Ivan Varkey,117,1,24264.0,0
Ivan Varughese,388,1,132170.0,1
Ivan Vig,594,1,135936.9,1
Ivana Bahri,56,1,102004.0,1
Ivana Bail,221,1,34803.25,0
Ivana Baral,308,1,157124.0,1
Ivana Bobal,79,1,15713.0,0
Ivana Bora,648,1,110235.6,1
Ivana Butala,120,1,215733.4,1
Ivana Goswami,120,1,76363.0,1
Ivana Hayer,92,1,10947.15,0
Ivana Hegde,286,1,166538.8,1
Ivana Kadakia,326,1,241162.25,1
Ivana Mann,710,1,162763.2,1
Ivana Sagar,642,1,333738.0,1
Ivana Sahota,453,1,14347.8,0
Ivana Sandal,592,1,158094.0,1
Ivana Sankaran,649,1,12463.0,0
Ivana Saraf,10,1,68898.0,1
Ivana Sen,389,1,56089.8,0
Ivana Shere,209,1,65793.6,1
Ivana Talwar,699,1,66719.7,1
Ivana Thakkar,384,1,29727.0,0
Ivana Tripathi,598,1,54449.3,0
Ivana Vasa,289,1,255316.5,1
Jayan Bawa,439,1,118064.0,1
Jayan Bhakta,305,1,80574.9,1
Jayan Bhargava,59,1,213580.8,1
Jayan Bhatnagar,317,1,82995.3,1
Jayan Boase,120,1,21851.8,0
Jayan Chahal,270,1,101663.1,1
Jayan Chakraborty,495,1,10451.2,0
Jayan Chanda,680,1,124013.7,1
Jayan Chatterjee,40,1,44742.15,0
Jayan Dara,188,1,60736.8,1
Jayan Dayal,590,1,44076.6,0
Jayan Desai,92,1,13624.8,0
Jayan Doshi,460,1,65896.75,1
Jayan Gandhi,574,1,10270.8,0
Jayan Handa,2,1,284796.0,1
Jayan Hari,266,1,17300.05,0
Jayan Jaggi,30,1,60660.0,1
Jayan Kapoor,185,1,78759.75,1
Jayan Lall,669,1,25949.25,0
Jayan Mane,363,1,15700.0,0
Jayan Mani,233,1,2204.05,0
Jayan Roy,39,1,210344.25,1
Jayan Saran,691,1,6845.7,0
Jayan Shenoy,451,1,39461.0,0
Jayan Sidhu,427,1,89446.4,1
Jayan Thakkar,702,1,206766.0,1
Jayan Toor,550,2,96369.0,2
Jayan Vasa,199,1,16219.0,0
Jayan Walla,450,1,244248.0,1
Jayant Agate,538,1,34473.6,0
Jayant Atwal,346,1,35884.8,0
Jayant Bose,545,1,334107.0,1
Jayant Chada,333,1,122894.0,1
Jayant Dhar,177,1,36931.2,0
Jayant Dugar,642,1,147440.0,1
Jayant Gill,442,1,250709.75,1
Jayant Joshi,324,1,3717.6,0
Jayant Kala,537,1,66475.2,1
Jayant Karnik,399,1,170736.0,1
Jayant Khatri,531,1,25795.8,0
Jayant Khurana,247,2,403114.6,2
Jayant Kota,662,1,140706.0,1
Jayant Kothari,133,1,373915.0,1
Jayant Mallick,529,1,53622.0,0
Jayant Sachar,210,1,116680.0,1
Jayant Sahni,154,1,26540.15,0
Jayant Sandal,221,1,33626.0,0
Jayant Sane,436,1,127176.0,1
Jayant Sem,180,1,134099.2,1
Jayant Sood,479,1,212948.2,1
Jayant Vala,616,1,54181.8,0
Jayant Varkey,259,1,47150.35,0
Jayant Varty,98,1,270172.4,1
Jayant Yohannan,402,1,32588.1,0
Jayesh Bajaj,439,1,218675.75,1
Jayesh Basak,647,1,70653.6,0
Jayesh Bath,9,1,13361.6,0
Jayesh Batra,74,1,26313.6,0
Jayesh Chander,473,1,23579.1,0
Jayesh Dayal,215,1,44583.0,0
Jayesh Ganguly,484,1,67368.6,0
Jayesh Kalita,692,1,212187.0,1
Jayesh Khalsa,85,1,22318.35,0
Jayesh Lall,304,1,35422.0,0
Jayesh Madan,269,1,276267.6,1
Jayesh Mann,249,1,134391.0,1
Jayesh Ramachandran,431,2,311417.1,2
Jayesh Ratti,573,2,178885.95,2
Jayesh Sachdeva,497,1,129746.0,1
Jayesh Thakkar,602,1,177229.25,1
Jayesh Uppal,660,1,116525.0,1
Jhanvi Aggarwal,134,1,45096.0,0
Jhanvi Bal,628,1,61120.0,1
Jhanvi Balay,663,1,16248.0,0
Jhanvi Boase,86,1,131278.6,1
Jhanvi Char,583,1,83082.25,1
Jhanvi Chaudhuri,476,1,116459.1,1
Jhanvi Date,272,1,20651.1,0
Jhanvi Iyer,97,1,113824.0,1
Jhanvi Madan,161,1,38836.95,0
Jhanvi Mander,39,1,161060.55,1
Jhanvi Raval,90,1,68527.3,0
Jhanvi Rout,589,1,146071.05,1
Jhanvi Sami,475,1,179074.8,1
Jhanvi Sandal,166,1,15894.4,0
Jhanvi Sem,174,1,102193.8,1
Jhanvi Sidhu,39,1,65235.8,1
Jhanvi Sinha,701,1,11869.3,0
Jhanvi Solanki,480,1,154508.0,1
Jhanvi Subramaniam,280,1,36481.15,0
Jivika Agrawal,624,1,110167.2,1
Jivika Andra,394,1,19193.0,0
Jivika Babu,479,1,64716.85,0
Jivika Badami,380,1,140661.0,1
Jivika Baral,147,1,128504.7,1
Jivika Dey,243,1,137878.0,1
Jivika Dua,641,1,95664.0,1
Jivika Guha,247,1,146680.0,1
Jivika Lalla,38,1,243852.25,1
Jivika Magar,660,2,389687.15,2
Jivika Malhotra,726,1,193513.6,1
Jivika Manne,129,1,253750.5,1
Jivika Raja,473,1,191086.8,1
Jivika Ratti,72,1,48445.75,1
Jivika Sani,405,1,16858.7,0
Jivika Saxena,391,1,11080.8,0
Jivika Shukla,544,1,51552.0,0
Jivika Tata,131,1,35925.6,0
Jivika Vohra,194,2,244895.2,2
Jivika Wali,572,1,49260.0,1
Jivika Yadav,681,1,27043.2,0
Jivin Baral,258,1,58144.0,1
Jivin Ben,586,1,70336.0,1
Jivin Bhandari,705,1,145272.0,1
Jivin Bobal,39,1,16402.7,0
Jivin Bora,133,1,123892.6,1
Jivin Chakrabarti,583,1,4664.0,0
Jivin Chanda,567,1,104512.0,1
Jivin Chandran,21,1,123559.2,1
Jivin Chauhan,717,1,43326.0,0
Jivin Cheema,360,1,295896.0,1
Jivin Choudhry,667,1,78713.4,1
Jivin Dara,230,1,16642.8,0
Jivin Dutt,541,1,264762.0,1
Jivin Grover,379,1,41684.1,0
Jivin Hans,416,1,105198.25,1
Jivin Iyengar,92,1,271068.25,1
Jivin Jani,692,1,259436.0,1
Jivin Kaul,428,1,50035.0,1
Jivin Lal,399,1,1238.4,0
Jivin Manne,206,1,48597.0,0
Jivin Sangha,389,1,90766.8,1
Jivin Sani,474,1,61592.7,1
Jivin Sarkar,339,2,221427.2,2
Jivin Shah,499,1,95293.8,1
Jivin Sheth,19,1,89915.55,1
Jivin Shukla,165,1,161265.4,1
Jivin Sood,404,1,27890.0,0
Jivin Sridhar,119,1,92311.5,1
Jivin Sunder,720,1,5259.2,0
Jivin Varughese,399,1,341534.5,1
Jiya Agarwal,462,1,114974.4,1
Jiya Bahl,247,1,20485.8,0
Jiya Bahri,645,1,293845.0,1
Jiya Banerjee,683,1,26874.45,0
Jiya Bansal,250,1,206470.4,1
Jiya Chacko,421,1,34569.0,0
Jiya Chanda,33,1,248260.0,1
Jiya Chaudhary,567,1,269.45,0
Jiya Desai,261,1,108756.0,1
Jiya Dhar,299,1,84082.0,1
Jiya Gopal,19,1,42292.8,1
Jiya Kala,409,1,9236.1,0
Jiya Mammen,630,1,10814.4,0
Jiya Rastogi,440,1,126935.2,1
Jiya Sankar,645,1,348650.0,1
Jiya Savant,62,1,96224.0,1
Jiya Sem,289,1,195946.05,1
Jiya Sharma,344,1,7379.6,0
Jiya Srinivasan,243,1,241784.0,1
Jiya Swaminathan,613,1,27285.9,0
Jiya Tandon,306,1,52972.8,0
Jiya Tella,399,1,79297.0,0
Jiya Vyas,710,1,94970.0,1
Jiya Zacharia,637,1,295264.5,1
Kabir Bajwa,327,1,115824.6,1
Kabir Borra,541,1,20109.6,0
Kabir Chauhan,403,1,140841.6,1
Kabir Dani,236,1,56541.6,1
Kabir Deep,233,2,179642.55,2
Kabir Dubey,719,1,257712.0,1
Kabir Ganesh,17,1,110049.9,1
Kabir Gill,89,1,374035.0,1
Kabir Golla,562,1,11109.5,0
Kabir Hans,390,1,171156.0,1
Kabir Issac,691,1,3478.2,0
Kabir Kanda,264,1,4564.0,0
Kabir Koshy,473,1,81640.8,1
Kabir Malhotra,726,1,142209.0,1
Kabir Ramaswamy,49,1,172605.0,1
Kabir Ratta,191,1,54240.0,0
Kabir Ravi,158,1,69312.0,1
Kabir Sandal,381,1,105139.8,1
Kabir Sarma,622,1,50323.4,0
Kabir Sastry,453,1,4023.9,0
Kabir Srinivasan,280,1,49442.4,1
Kabir Sundaram,198,2,149100.0,2
Kabir Sunder,80,2,172924.7,2
Kaira Acharya,345,1,25464.0,0
Kaira Andra,419,1,9639.0,0
Kaira Bera,710,1,58392.9,0
Kaira Bhagat,328,1,162377.8,1
Kaira Bhakta,320,1,197067.0,1
Kaira Bhatia,30,1,34689.25,0
Kaira Dass,519,1,47840.55,0
Kaira Doctor,118,1,268128.0,1
Kaira Gaba,147,1,233107.2,1
Kaira Goswami,541,1,321151.25,1
Kaira Gour,251,1,14394.0,0
Kaira Joshi,80,1,253875.0,1
Kaira Mall,715,1,345000.0,1
Kaira Mannan,109,1,15103.1,0
Kaira Rajagopalan,676,1,2989.8,0
Kaira Rana,686,1,1864.0,0
Kaira Ratta,450,1,302160.0,1
Kaira Sane,507,1,26923.5,0
Kaira Sinha,488,1,265568.0,1
Kaira Solanki,439,1,111600.0,1
Kaira Srinivas,13,1,60195.3,1
Kaira Subramaniam,352,1,107973.0,1
Kaira Wadhwa,499,1,73497.0,0
Kaira Walia,54,1,167802.75,1
Kanav Acharya,513,1,202176.0,1
Kanav Anne,378,1,145066.5,1
Kanav Badal,572,1,30474.0,0
Kanav Chaudhari,708,1,109497.0,1
Kanav Dave,45,1,42910.0,1
Kanav Gaba,141,1,138358.8,1
Kanav Hari,215,1,25530.3,0
Kanav Hayer,376,1,108560.0,1
Kanav Jhaveri,587,1,101564.0,1
Kanav Kale,342,1,49024.0,1
Kanav Luthra,450,1,134684.2,1
Kanav Mander,259,1,61461.0,1
Kanav Sanghvi,584,1,163166.85,1
Kanav Shan,611,1,92682.0,1
Kanav Shankar,262,1,176760.0,1
Kanav Srinivas,584,1,9504.7,0
Kanav Subramaniam,247,1,178905.6,1
Kanav Suresh,272,1,96892.8,1
Kanav Tak,676,1,19369.0,0
Kanav Talwar,237,1,10161.6,0
Kanav Taneja,165,1,127115.8,1
Kanav Tank,271,1,75057.3,1
Kanav Tata,264,1,172154.4,1
Kanav Vohra,428,1,280297.5,1
Kartik Bahl,592,1,223628.4,1
Kartik Batta,356,1,3135.0,0
Kartik Bedi,388,1,116678.4,1
Kartik Bhandari,585,1,105138.0,1
Kartik Biswas,363,1,44081.85,0
Kartik Chandran,19,1,99368.0,1
Kartik Dayal,538,1,68502.6,1
Kartik Dhar,314,1,122790.0,1
Kartik Dua,49,1,82105.2,1
Kartik Dutt,117,1,292848.0,1
Kartik Garg,310,1,5977.6,0
Kartik Gokhale,150,1,46161.0,0
Kartik Goyal,378,1,70170.8,1
Kartik Jha,31,1,45175.8,0
Kartik Lall,717,1,87513.6,1
Kartik Loyal,723,1,67581.0,0
Kartik Mani,636,1,16946.45,0
Kartik Rout,190,1,4656.0,0
Kartik Sagar,631,1,96660.0,1
Kartik Sant,678,1,178540.0,1
Kartik Seth,52,1,109599.6,1
Kartik Solanki,542,1,9544.65,0
Kartik Subramaniam,185,1,22562.4,0
Kartik Tara,274,1,54119.5,0
Kartik Tella,663,1,47489.0,0
Kashvi Bakshi,295,1,4714.0,0
Kashvi Barad,686,1,72440.4,1
Kashvi Bedi,277,1,183192.0,1
Kashvi Bera,32,1,141186.0,1
Kashvi Bir,218,1,53794.8,0
Kashvi Chahal,721,1,47166.0,0
Kashvi Chaudry,246,2,245277.5,2
Kashvi Choudhury,124,2,195012.55,2
Kashvi Garde,556,1,161305.6,1
Kashvi Johal,197,1,87580.0,1
Kashvi Kapoor,372,1,24001.6,0
Kashvi Khatri,456,1,18905.95,0
Kashvi Mani,693,1,24510.0,0
